as_of,ticker,name,sector,industry,currency,quote_type,price,market_cap,shares_outstanding,pe_trailing,pe_forward,pbv,eps_ttm,book_value_per_share,roe,roa,profit_margin,operating_margin,earnings_growth,revenue_growth,debt_to_equity,current_ratio,free_cashflow,total_cash,total_debt,dividend_yield,payout_ratio,five_year_avg_dividend_yield,provider,provider_version,schema_version
2026-09-22,MINE,PT SINAR TERANG MANDIRI Tbk,Basic Materials,Other Industrial Metals & Mining,IDR,EQUITY,298.0,1217161723904,4084435300,6.9887,,1.2482,42.64,238.74,0.20272,0.0857,0.07609,0.08751,-0.298,-0.057,60.936,1.607,671739019264,376476991488,594194006016,4.88,0.3458,,yfinance,0.2.65,1
2026-09-22,MITI,PT Mitra Investindo Tbk,Industrials,Marine Shipping,IDR,EQUITY,274.0,1027644325888,3750526603,88.3871,,2.1912,3.1,125.04,0.02829,0.01965,0.05427,0.07507,-0.414,-0.055,4.417,6.93,-3157778176,239195406336,22850226176,,0.0,,yfinance,0.2.65,1
2026-09-22,MKAP,PT Multikarya Asia Pasifik Raya Tbk,Energy,Oil & Gas Equipment & Services,IDR,EQUITY,1105.0,3591249854464,3250000000,123.8789,,10.5656,8.92,104.58,0.13265,0.06741,0.1097,0.17954,-0.053,0.254,36.371,2.453,15699274752,46292615168,123626913792,0.45,0.5587,,yfinance,0.2.65,1
2026-09-22,MKPI,PT Metropolitan Kentjana Tbk,Real Estate,Real Estate Services,IDR,EQUITY,21500.0,20386171322368,948194000,17.4726,,2.7342,1230.5,7863.5,0.16963,0.08422,0.4526,0.4359,0.304,0.149,0.02,1.664,1234966282240,3462945570816,1522829312,4.41,0.5919,1.71,yfinance,0.2.65,1
2026-09-22,MKTR,PT Menthobi Karyatama Raya Tbk,Consumer Defensive,Farm Products,IDR,EQUITY,124.0,1495493115904,12060428584,26.327,,2.2097,4.71,56.12,0.11406,0.05757,0.05121,0.12074,2.385,0.643,103.151,1.721,128226697216,196781277184,700194160640,1.48,0.3949,,yfinance,0.2.65,1
2026-09-22,MLBI,PT Multi Bintang Indonesia Tbk,Consumer Defensive,Beverages - Brewers,IDR,EQUITY,6825.0,14380275073024,2107000000,11.1731,11.517,13.0167,610.84,524.33,1.22215,0.29656,0.33946,0.3998,0.3,0.199,9.278,0.862,1905008050176,1290927996928,102548996096,8.22,0.9182,6.68,yfinance,0.2.65,1
2026-09-22,MLIA,PT Mulia Industrindo Tbk,Industrials,Building Products & Equipment,IDR,EQUITY,214.0,1415609974784,6615000000,,,0.2702,-29.07,792.0,-0.03636,-0.0176,-0.04744,-0.12182,,0.055,17.072,1.923,-196599873536,323977904128,894417305600,2.87,0.0,,yfinance,0.2.65,1
2026-09-22,MLPL,PT Multipolar Tbk,Consumer Cyclical,Department Stores,IDR,EQUITY,85.0,1327135719424,467942000,,,0.2725,-3.23,311.9,-0.00836,0.00256,-0.00421,-0.01531,,0.039,32.123,1.091,563700891648,1499949039616,1635371974656,,0.0,,yfinance,0.2.65,1
2026-09-22,MLPT,PT Multipolar Technology Tbk,Technology,Information Technology Services,IDR,EQUITY,1145.0,53671874265088,46875000000,141.1837,,72.3676,8.11,15.82,0.53878,0.06787,0.09409,0.08636,1.631,0.043,28.71,1.03,496413114368,542515003392,214118006784,0.45,0.6544,5.76,yfinance,0.2.65,1
2026-09-22,MMIX,PT Multi Medika Internasional Tbk,Healthcare,Pharmaceutical Retailers,IDR,EQUITY,875.0,4200372371456,4800425380,5.2518,,22.3574,166.61,39.14,0.02727,0.04426,0.02613,-0.01611,-0.825,-0.196,96.192,5.6,103698194432,4063396352,180719157248,,0.0,,yfinance,0.2.65,1
2026-09-22,MMLP,PT Mega Manunggal Property Tbk,Real Estate,Real Estate Services,IDR,EQUITY,320.0,2204523036672,6889134608,21.3191,,0.4659,15.01,686.85,0.02442,0.02845,0.24707,0.72096,1.378,0.133,32.74,1.619,172371574784,179229458432,1594900742144,3.75,0.0,,yfinance,0.2.65,1
2026-09-22,MNCN,PT. Media Nusantara Citra Tbk,Communication Services,Advertising Agencies,IDR,EQUITY,169.0,2235390230528,13227161510,1.8693,1.6101,0.1005,90.41,1680.81,0.0545,0.02742,0.16846,0.0864,-0.599,-0.077,5.219,8.553,-239524380672,1032806006784,1224139997184,,0.0,2.38,yfinance,0.2.65,1
2026-09-22,MORA,PT Mora Telematika Indonesia Tbk,Communication Services,Telecom Services,IDR,EQUITY,4830.0,230749349347328,47774192736,193.2773,,12.8188,24.99,376.79,0.05197,0.02968,0.11898,0.24663,1.769,0.955,94.139,1.325,-547558096896,2824206286848,17603756032000,,0.0,,yfinance,0.2.65,1
2026-09-22,MPMX,PT Mitra Pinasthika Mustika Tbk,Consumer Cyclical,Auto & Truck Dealerships,IDR,EQUITY,1015.0,4445520789504,4379823691,8.5988,7.1544,0.7999,118.04,1268.94,0.09101,0.05134,0.0327,0.0409,0.497,0.027,0.915,1.609,312379736064,2196236009472,50956001280,16.67,1.4407,,yfinance,0.2.65,1
2026-09-22,MPRO,PT Maha Properti Indonesia Tbk,Real Estate,Real Estate - Development,IDR,EQUITY,12000.0,119310005567488,9942500000,,,151.2707,-6.05,79.33,-0.04808,-0.01425,0.0,-1.26088,,0.301,30.741,0.014,7716965888,5008098816,359465254912,,0.0,,yfinance,0.2.65,1
2026-09-22,MSIN,PT MNC Digital Entertainment Tbk,Communication Services,Entertainment,IDR,EQUITY,258.0,15654454296576,60676178205,15.3754,,2.2877,16.78,112.78,0.14473,0.05051,0.2537,0.14849,-0.092,0.02,3.655,2.971,343338745856,795409973248,259041001472,,0.0,,yfinance,0.2.65,1
2026-09-22,MSJA,PT Multi Spunindo Jaya Tbk,Consumer Cyclical,Textile Manufacturing,IDR,EQUITY,810.0,4643101868032,5732224400,50.6567,,57857.14,15.99,0.01,0.06913,0.03595,0.07659,0.11647,-0.653,0.286,16.198,2.214,2201798,11304852,13461721,1.83,0.9333,,yfinance,0.2.65,1
2026-09-22,MSTI,PT Mastersystem Infotama Tbk,Technology,Information Technology Services,IDR,EQUITY,1350.0,4238212071424,3139416200,7.6005,7.0349,1.9537,177.62,691.01,0.26807,0.14062,0.10167,0.10565,0.213,0.144,4.606,3.423,559347204096,932279025664,99923501056,17.78,0.6867,,yfinance,0.2.65,1
2026-09-22,MTDL,PT Metrodata Electronics Tbk,Technology,Electronics & Computer Distribution,IDR,EQUITY,500.0,6138442022912,12276884585,7.2939,7.6923,1.3076,68.55,382.39,0.19574,0.07157,0.02861,0.04652,0.146,0.125,51.813,1.661,-1461722939392,1269397979136,3341595967488,5.4,0.3971,2.87,yfinance,0.2.65,1
2026-09-22,MTLA,PT Metropolitan Land Tbk,Real Estate,Real Estate Services,IDR,EQUITY,510.0,3904114524160,7655126330,10.4551,,0.6997,48.78,728.89,0.07332,0.03905,0.21512,0.29726,-0.199,-0.089,20.896,3.152,68108001280,617359015936,1272988041216,1.87,0.1989,2.31,yfinance,0.2.65,1
2026-09-22,MTMH,PT Murni Sadar Tbk,Healthcare,Medical Care Facilities,IDR,EQUITY,970.0,2006471147520,2068526950,41.613,,1.3097,23.31,740.6,0.03157,0.02967,0.03197,0.12046,0.357,0.234,58.083,0.497,-195331833856,2199043072,911740436480,0.25,0.104,,yfinance,0.2.65,1
2026-09-22,MYOH,PT Samindo Resources Tbk,Energy,Thermal Coal,IDR,EQUITY,1020.0,2250438606848,2206312500,8.8304,,12911.392,115.51,0.08,0.0805,0.05536,0.08454,0.17873,-0.145,0.115,8.409,5.595,19464632,96061632,14927782,6.33,0.5643,3.19,yfinance,0.2.65,1
2026-09-22,MYOR,PT Mayora Indah Tbk,Consumer Defensive,Packaged Foods,IDR,EQUITY,1495.0,32929893842944,22026684225,9.7445,9.3257,1.8127,153.42,824.72,0.19617,0.08839,0.08782,0.09286,0.594,0.075,24.671,3.319,5363198853120,5600378880000,4550814597120,3.97,0.3911,2.06,yfinance,0.2.65,1
2026-09-22,NATO,PT Olympus Strategic Indonesia Tbk,Consumer Cyclical,Lodging,IDR,EQUITY,1110.0,8881234247680,8001111504,,,4.2432,-10.97,261.6,-0.13017,-0.05693,-0.23296,-0.69255,,96.786,5.866,0.877,465834246144,529646616576,116955529216,,0.0,,yfinance,0.2.65,1
2026-09-22,NCKL,PT Trimegah Bangun Persada Tbk,Basic Materials,Other Industrial Metals & Mining,IDR,EQUITY,920.0,57948835414016,62987866700,5.3763,8.2312,1.3209,171.12,696.52,0.26019,0.07742,0.32675,0.24605,0.27,0.477,16.872,1.693,2565949358080,4885729771520,8915750223872,4.58,0.0,,yfinance,0.2.65,1
2026-09-22,NETV,PT MDTV Media Technologies Tbk,Communication Services,Broadcasting,IDR,EQUITY,50.0,2068025966592,41360517722,,,5.5605,-5.68,8.99,-0.51474,-0.10695,-2.82709,-1.11705,,0.417,115.654,1.116,-131785875456,10257818624,392576630784,,0.0,,yfinance,0.2.65,1
2026-09-22,NFCX,PT NFC Indonesia Tbk,Communication Services,Internet Content & Information,IDR,EQUITY,1670.0,1106228543488,662412300,,,4.2156,-18.19,396.14,-0.04503,0.00118,-0.00381,-0.02642,,-0.481,51.034,1.405,-211085950976,140162891776,359711375360,,0.0,,yfinance,0.2.65,1
2026-09-22,NICE,PT Adhi Kartiko Pratama Tbk,Basic Materials,Other Industrial Metals & Mining,IDR,EQUITY,362.0,2201691095040,6082020000,,,10.5438,-3.13,34.33,-0.0872,0.2322,-0.01454,0.22628,0.145,0.532,113.401,0.532,55331405824,62591905792,236800851968,,0.0,,yfinance,0.2.65,1
2026-09-22,NICK,PT Charnic Capital Tbk,Real Estate,Real Estate Services,IDR,EQUITY,2820.0,1836243091456,651150000,8.5468,,6.0673,329.95,464.78,0.10776,0.0245,0.81989,-0.16017,-0.886,-0.818,8.591,68.573,-59537211392,237368573952,26000287744,,,,yfinance,0.2.65,1
2026-09-22,NICL,PT PAM Mineral Tbk,Basic Materials,Other Industrial Metals & Mining,IDR,EQUITY,434.0,4615435714560,10634644907,42.6745,,5.5524,10.17,78.16,0.12186,0.09524,0.12138,0.0488,-0.984,-0.65,0.168,2.978,248308023296,245102641152,1398883712,8.04,2.0649,,yfinance,0.2.65,1
2026-09-22,NIRO,PT City Retail Developments Tbk,Real Estate,Real Estate Services,IDR,EQUITY,174.0,3862603759616,22198871804,,,2.3096,-8.75,75.34,-0.10085,0.01845,-0.12331,0.30514,,0.165,167.963,0.9,244890877952,1567605129216,7902798544896,,0.0,,yfinance,0.2.65,1
2026-09-22,NISP,PT Bank OCBC NISP Tbk,Financial Services,Banks - Regional,IDR,EQUITY,1255.0,28796346433536,22945296972,5.515,,0.649,227.56,1933.86,0.1222,0.0167,0.41163,0.50387,0.075,-0.011,,,,11554313469952,32358887587840,3.57,0.1978,,yfinance,0.2.65,1
2026-09-22,NOBU,PT Bank Nationalnobu Tbk,Financial Services,Banks - Regional,IDR,EQUITY,560.0,4187928657920,7478443899,7.1301,,0.9407,78.54,595.29,0.14066,0.01481,0.33697,0.46326,0.504,0.37,,,,3833502892032,8015310749696,,0.0,,yfinance,0.2.65,1
2026-09-22,NRCA,PT Nusa Raya Cipta Tbk,Industrials,Engineering & Construction,IDR,EQUITY,555.0,1385423306752,2496258344,7.2078,,1.0189,77.0,544.71,0.14822,0.06313,0.05315,0.08538,0.482,0.064,24.898,1.779,16752466944,583017037824,338548162560,7.14,0.5195,6.89,yfinance,0.2.65,1
2026-09-22,NSSS,PT Nusantara Sawit Sejahtera Tbk,Consumer Defensive,Farm Products,IDR,EQUITY,735.0,17494153625600,23801568645,26.2126,,7.6911,28.04,95.56,0.33808,0.14559,0.31551,0.51174,0.268,0.134,70.173,1.646,439631904768,797310976000,1596153004032,1.32,0.285,,yfinance,0.2.65,1
2026-09-22,OASA,PT Maharaksa Biru Energi Tbk,Industrials,Engineering & Construction,IDR,EQUITY,276.0,1751832723456,6347220000,,,3.3465,-10.35,82.47,-0.12368,-0.05928,0.0,-3.09342,,0.144,8.915,8.242,-346989658112,5125617664,46232522752,,0.0,,yfinance,0.2.65,1
2026-09-22,OMED,PT Jayamas Medica Industri Tbk,Healthcare,Medical Instruments & Supplies,IDR,EQUITY,210.0,5671705116672,27008119900,13.1168,,2.0045,16.01,104.76,0.16099,0.09172,0.18772,0.19905,0.494,0.215,9.166,8.293,113611931648,1418281615360,262643941376,1.92,0.4778,,yfinance,0.2.65,1
2026-09-22,OMRE,PT Indonesia Prima Property Tbk,Real Estate,Real Estate Services,IDR,EQUITY,960.0,2827402346496,2945211000,,,0.8818,-63.27,1088.71,-0.05471,-0.02907,0.0,-4.79134,,-0.296,6.469,0.116,-173442646016,18943066112,208591732736,,0.0,,yfinance,0.2.65,1
2026-09-22,PACK,PT Abadi Nusantara Hijau Investama Tbk,Consumer Cyclical,Packaging & Containers,IDR,EQUITY,560.0,19103674793984,34113705751,30.7861,,5.3504,18.19,104.67,0.08349,-0.00449,0.57126,-0.05798,,9.365,0.016,11.876,52771725312,805917229056,817362432,,0.0,,yfinance,0.2.65,1
2026-09-22,PALM,PT Provident Investasi Bersama Tbk,Financial Services,Asset Management,IDR,EQUITY,288.0,4531067813888,15732874458,8.1218,,0.9048,35.46,318.3,0.1174,0.06995,0.54638,1.00427,,,66.388,4.777,-542338678784,251255832576,3324526723072,1.09,0.0902,,yfinance,0.2.65,1
2026-09-22,PANI,PT Pantai Indah Kapuk Dua Tbk,Real Estate,Real Estate - Development,IDR,EQUITY,4980.0,90583720787968,18189502198,35.5106,43.4081,3.1095,140.24,1601.55,0.10487,0.0429,0.45239,0.72587,3.3,0.753,1.571,2.336,-3598835777536,4367851978752,530057134080,0.1,0.035,,yfinance,0.2.65,1
2026-09-22,PANS,PT Panin Sekuritas Tbk,Financial Services,Capital Markets,IDR,EQUITY,1635.0,1163186143232,711428800,6.7637,,0.8223,241.73,1988.39,0.12145,0.08344,0.3646,0.2166,-0.895,-0.367,2.781,3.136,,1164281380864,41185193984,15.15,1.6551,10.74,yfinance,0.2.65,1
2026-09-22,PBID,PT Panca Budi Idaman Tbk,Consumer Cyclical,Packaging & Containers,IDR,EQUITY,520.0,3900000174080,7500000000,6.3168,,1.3205,82.32,393.78,0.2176,0.14245,0.10716,0.19936,2.1,0.433,7.09,3.794,396691472384,201085878272,209911234560,10.1,0.6437,8.05,yfinance,0.2.65,1
2026-09-22,PBSA,PT Paramita Bangun Sarana Tbk,Industrials,Engineering & Construction,IDR,EQUITY,730.0,2178967011328,2984886300,8.7478,,2.8764,83.45,253.79,0.34204,0.12709,0.1378,0.14168,-0.638,0.219,0.009,1.764,66255630336,290302001152,71812560,8.28,0.0,12.23,yfinance,0.2.65,1
2026-09-22,PDPP,PT Primadaya Plastisindo Tbk,Consumer Cyclical,Packaging & Containers,IDR,EQUITY,340.0,1040856121344,3061341438,14.6425,,2.2001,23.22,154.54,0.16184,0.09424,0.10379,0.24821,3.127,0.621,36.285,1.482,44963799040,40663080960,171660476416,0.67,0.0972,,yfinance,0.2.65,1
2026-09-22,PGAS,PT Perusahaan Gas Negara (Persero) Tbk,Utilities,Utilities - Regulated Gas,IDR,EQUITY,1465.0,35513809502208,24241508195,8.2419,7.2022,12521.367,177.75,0.12,0.10092,0.05302,0.06189,0.13191,0.458,-0.038,29.053,2.006,228038624,1362325376,1083182976,8.37,1.121,3.13,yfinance,0.2.65,1
2026-09-22,PGEO,PT Pertamina Geothermal Energy Tbk,Utilities,Utilities - Renewable,IDR,EQUITY,1070.0,44853664677888,41919311656,17.2553,17.0954,22291.666,62.01,0.05,0.07514,0.04349,0.3205,0.44239,0.064,0.146,36.958,4.363,30366624,656633984,741265984,4.69,0.8137,,yfinance,0.2.65,1
2026-09-22,PGUN,PT Pradiksi Gunatama Tbk,Consumer Defensive,Farm Products,IDR,EQUITY,9325.0,53505440088064,5737848882,453.3301,,27.8268,20.57,335.11,0.06353,0.04271,0.16881,0.12552,-0.684,-0.339,15.641,1.837,162407153664,399112064,300740804608,0.07,0.3325,,yfinance,0.2.65,1
2026-09-22,PKPK,PT Paragon Karya Perkasa Tbk,Industrials,Engineering & Construction,IDR,EQUITY,4630.0,5555999997952,1200000000,57.9765,,17.0551,79.86,271.47,0.40434,0.11223,0.08895,0.23657,4.268,0.955,62.808,0.877,-156904095744,229570936832,257308852224,,0.0,,yfinance,0.2.65,1
2026-09-22,PMJS,PT Putra Mandiri Jembar Tbk,Consumer Cyclical,Auto & Truck Dealerships,IDR,EQUITY,142.0,1953295237120,13755600000,9.944,,0.698,14.28,203.43,0.07382,0.0275,0.01562,0.03805,1.91,0.874,3.733,1.239,1628501049344,1857129938944,126261444608,2.41,0.2451,,yfinance,0.2.65,1
2026-09-22,PNBN,PT Bank Pan Indonesia Tbk,Financial Services,Banks - Regional,IDR,EQUITY,860.0,20701809475584,24071873098,7.5758,7.426,0.3882,113.52,2215.47,0.05066,0.01262,0.27743,0.36409,0.025,0.036,,,,11182672969728,20226297036800,4.88,0.7398,,yfinance,0.2.65,1
2026-09-22,PNBS,PT Bank Panin Dubai Syariah Tbk,Financial Services,Banks - Regional,IDR,EQUITY,50.0,1940682178560,38813641319,25.9067,,0.6449,1.93,77.53,0.02528,0.00387,0.15119,0.21672,1.394,0.243,,,,975154053120,563922141184,,0.0,,yfinance,0.2.65,1
2026-09-22,PNGO,PT AEP Pinago Plantations Tbk,Consumer Defensive,Farm Products,IDR,EQUITY,3520.0,2749999874048,781250000,8.5106,,2.1764,413.6,1617.33,0.2802,0.16498,0.14934,0.28245,0.881,0.117,18.696,1.577,139937300480,23206649856,236970704896,6.25,0.5201,,yfinance,0.2.65,1
2026-09-22,PNIN,PT Paninvest Tbk,Financial Services,Insurance - Life,IDR,EQUITY,690.0,2807143333888,4068323920,2.6068,,0.1266,264.69,5451.01,0.05048,0.01435,0.10323,0.31827,,-0.115,,,,23383399989248,18459402436608,,0.0,,yfinance,0.2.65,1
2026-09-22,PNLF,PT Panin Financial Tbk,Financial Services,Banks - Regional,IDR,EQUITY,206.0,6596547051520,32022073293,3.116,,0.209,66.11,985.59,0.05233,0.01453,0.18153,0.2958,-0.966,-0.362,,,,22249346170880,19282402476032,,0.0,,yfinance,0.2.65,1
2026-09-22,POLI,PT Pollux Hotels Group Tbk,Real Estate,Real Estate - Development,IDR,EQUITY,895.0,1799421165568,2010526400,26.9822,,0.8404,33.17,1065.02,0.03135,0.0236,0.12804,0.34421,0.081,-0.201,64.125,1.854,-35288203264,21002332160,1386626023424,,0.0,,yfinance,0.2.65,1
2026-09-22,POLU,PT Golden Flower Tbk,Consumer Cyclical,Apparel Manufacturing,IDR,EQUITY,16200.0,12150000058368,750000000,,,99.4243,-20.25,162.94,-0.12219,-0.06574,-0.09376,0.03321,20.22,0.302,39.121,1.299,54754631680,106746413056,47807336448,,0.0,,yfinance,0.2.65,1
2026-09-22,PORT,PT Nusantara Pelabuhan Handal Tbk,Industrials,Marine Shipping,IDR,EQUITY,960.0,2701384220672,2813941985,17.3035,,2.1616,55.48,444.12,0.13653,0.08077,0.1239,0.28607,0.996,0.133,67.627,3.835,275917897728,534951919616,895913558016,,0.0,,yfinance,0.2.65,1
2026-09-22,POWR,PT Cikarang Listrindo Tbk,Utilities,Utilities - Independent Power Producers,IDR,EQUITY,940.0,14900409663488,15851499100,12.0205,11.5906,20888.889,78.2,0.04,0.09866,0.05799,0.12488,0.24263,-0.138,0.079,48.847,7.114,50021056,298196384,344632800,7.56,0.9609,9.78,yfinance,0.2.65,1
2026-09-22,PPRE,PT PP Presisi Tbk,Industrials,Engineering & Construction,IDR,EQUITY,102.0,1042875678720,10224271000,,,1.1244,-159.43,90.72,-0.54035,-0.09346,-0.36016,0.02473,,0.286,99.613,1.311,1326371569664,211258327040,2033915789312,,0.0,2.18,yfinance,0.2.65,1
2026-09-22,PRAY,PT Famon Awal Bros Sedaya Tbk,Healthcare,Medical Care Facilities,IDR,EQUITY,780.0,10888349220864,13959422300,58.7349,27.6596,3.308,13.28,235.79,0.05456,0.02991,0.06676,0.0883,-0.146,0.353,56.421,1.609,86956998656,567531995136,1987506995200,,0.0,,yfinance,0.2.65,1
2026-09-22,PRDA,PT Prodia Widyahusada Tbk,Healthcare,Diagnostics & Research,IDR,EQUITY,2820.0,2509166870528,889775500,11.8204,9.7603,1.0725,238.57,2629.32,0.0922,0.05934,0.09062,0.11325,-0.03,0.127,0.896,5.354,254614257664,688989011968,20977999872,5.77,0.6821,5.55,yfinance,0.2.65,1
2026-09-22,PSAB,PT J Resources Asia Pasifik Tbk,Basic Materials,Gold,IDR,EQUITY,525.0,13891500244992,26460000000,3.9927,,32812.5,131.49,0.02,0.48457,-0.00596,0.62924,-0.83055,,0.21,15.292,2.071,95745376,211674304,66597728,5.56,0.7909,,yfinance,0.2.65,1
2026-09-22,PSAT,PT Pancaran Samudera Transport Tbk,Industrials,Marine Shipping,IDR,EQUITY,855.0,1267411845120,1482353000,,,0.97,-24.03,881.43,-0.02901,-0.00602,-0.03689,0.07357,-0.569,-0.127,13.407,2.38,-181522563072,12044082176,175174729728,,0.0,,yfinance,0.2.65,1
2026-09-22,PSGO,PT Palma Serasih Tbk,Consumer Defensive,Farm Products,IDR,EQUITY,192.0,3619200172032,18850000000,9.0481,,1.2991,21.22,147.8,0.15118,0.0917,0.16181,0.17327,-0.243,-0.043,5.019,2.911,390711771136,559379316736,139852169216,3.13,0.2828,,yfinance,0.2.65,1
2026-09-22,PSSI,PT IMC Pelita Logistik Tbk,Industrials,Marine Shipping,IDR,EQUITY,356.0,1823143362560,5121189153,,,12275.862,-10.15,0.03,-0.02123,-0.0059,-0.06476,0.03865,,-0.17,7.174,6.167,-5836989,61874464,10745880,1.39,4.91,5.26,yfinance,0.2.65,1
2026-09-22,PTBA,PT Bukit Asam (Persero) Tbk,Energy,Thermal Coal,IDR,EQUITY,3030.0,35003643723776,11514357245,7.3769,7.4344,1.3876,412.1,2190.83,0.21109,0.06779,0.10733,0.14992,3.188,0.153,11.782,1.206,2637183844352,7302397034496,2985268871168,3.72,0.2779,8.27,yfinance,0.2.65,1
2026-09-22,PTPP,PT PP (Persero) Tbk,Industrials,Engineering & Construction,IDR,EQUITY,195.0,1206141583360,6153721976,,3.6178,0.355,-962.01,549.23,-0.8162,-0.09926,-0.3832,-0.0434,23.881,-0.024,500.628,1.144,-4804074536960,1170578866176,21896898805760,,0.0,2.51,yfinance,0.2.65,1
2026-09-22,PTPW,PT Pratama Widya Tbk,Industrials,Engineering & Construction,IDR,EQUITY,1140.0,1001133768704,878187500,15.134,,1.4521,75.33,785.06,0.08445,0.05389,0.18052,0.38264,1.064,0.012,4.155,6.296,923049536,86833184768,29333327872,0.5,,,yfinance,0.2.65,1
2026-09-22,PTRO,PT Petrosea Tbk,Basic Materials,Other Industrial Metals & Mining,IDR,EQUITY,5350.0,53960366882816,10086050000,103.5818,,205769.22,51.65,0.03,0.11533,0.02809,0.03535,0.05653,,,258.845,1.524,-334395008,93458000,831628992,0.3,0.0,,yfinance,0.2.65,1
2026-09-22,PTSN,PT Sat Nusapersada Tbk,Technology,Electronic Components,IDR,EQUITY,374.0,1987564666880,5314344000,9.397,,15583.333,39.8,0.02,0.12694,0.05839,0.05565,0.0524,1.603,1.081,21.293,1.148,-17689900,2888604,27644096,2.64,0.1096,,yfinance,0.2.65,1
2026-09-22,PWON,PT Pakuwon Jati Tbk,Real Estate,Real Estate - Diversified,IDR,EQUITY,268.0,12906773086208,48159602400,5.8236,5.4538,0.565,46.02,474.34,0.10025,0.05063,0.31166,0.43663,-0.261,-0.05,22.075,3.025,1270186508288,5220114890752,5937497636864,4.89,0.2825,0.98,yfinance,0.2.65,1
2026-09-22,PYFA,PT Pyridam Farma Tbk,Healthcare,Drug Manufacturers - Specialty & Generic,IDR,EQUITY,228.0,2561979187200,11236750967,,,3.7446,-29.54,60.89,-0.39272,-0.0088,-0.1152,-0.00171,,0.216,598.939,0.854,42869932032,130305523712,5386129637376,,0.0,,yfinance,0.2.65,1
2026-09-22,RAAM,PT Tripar Multivision Plus Tbk,Communication Services,Entertainment,IDR,EQUITY,169.0,1151501860864,6813620000,,,0.935,-18.53,180.76,-0.0983,-0.02544,-0.63961,0.20638,,0.289,19.788,0.944,-3882429440,10275127296,243733430272,,0.0,,yfinance,0.2.65,1
2026-09-22,RAJA,PT Rukun Raharja Tbk,Utilities,Utilities - Regulated Gas,IDR,EQUITY,700.0,14794789748736,21135412500,21.5517,437500.0,70000.0,32.48,0.01,0.19903,0.05605,0.143,0.23408,2.083,0.234,112.726,1.335,33312212,124360704,297107296,1.1,0.4066,2.49,yfinance,0.2.65,1
2026-09-22,RALS,PT Ramayana Lestari Sentosa Tbk,Consumer Cyclical,Department Stores,IDR,EQUITY,384.0,2355754434560,6134777300,9.6386,7.1468,0.6794,39.84,565.22,0.06925,0.02348,0.11026,-0.07616,-0.101,-0.083,12.133,4.403,277069987840,2080723959808,420726996992,12.95,1.2553,3.71,yfinance,0.2.65,1
2026-09-22,RATU,PT Raharja Energi Cepu Tbk,Energy,Oil & Gas E&P,IDR,EQUITY,4100.0,11131720564736,2715053800,28.1458,455555.56,195238.1,145.67,0.02,0.4316,0.10287,0.44505,0.54662,5.085,0.229,241.875,2.385,14102044,60077180,157261584,1.07,0.3073,,yfinance,0.2.65,1
2026-09-22,RELI,PT Reliance Sekuritas Indonesia Tbk,Financial Services,Capital Markets,IDR,EQUITY,580.0,1044000014336,1800000000,49.8025,,1.968,11.65,294.71,0.0364,0.02786,0.36452,-0.0129,-0.198,0.018,5.767,3.196,,136759197696,30598344704,,,,yfinance,0.2.65,1
2026-09-22,RISE,PT Jaya Sukses Makmur Sentosa Tbk,Real Estate,Real Estate - Development,IDR,EQUITY,770.0,12472921620480,16198599990,70.1914,,4.458,10.97,172.72,0.05347,0.02867,0.36673,0.42567,0.57,0.317,19.131,2.308,115662020608,437646917632,664047779840,,0.0,,yfinance,0.2.65,1
2026-09-22,RMKE,PT RMK Energy Tbk,Energy,Thermal Coal,IDR,EQUITY,408.0,8924999712768,21875000000,27.9835,6.566,4.6034,14.58,88.63,0.1714,0.09646,0.09863,0.18603,2.219,2.254,55.154,2.79,-106668482560,547270590464,1073050484736,1.5,0.4111,,yfinance,0.2.65,1
2026-09-22,ROCK,PT Rockfields Properti Indonesia Tbk.,Real Estate,Real Estate Services,IDR,EQUITY,1915.0,2748379561984,1435185100,90.8013,,3.287,21.09,582.6,0.03669,0.02911,0.21864,0.22517,-0.226,-0.068,0.208,2.61,35205423104,60602818560,1738696448,,0.0,,yfinance,0.2.65,1
2026-09-22,RONY,PT Aesler Grup Internasional Tbk,Industrials,Engineering & Construction,IDR,EQUITY,1410.0,1762500018176,1250000000,,,774.7253,-2.17,1.82,-0.72074,0.03945,-0.06593,-0.06285,,14.781,2039.742,10.809,-1278064384,47009366016,50269945856,,0.0,,yfinance,0.2.65,1
2026-09-22,ROTI,PT Nippon Indosari Corpindo Tbk,Consumer Defensive,Packaged Foods,IDR,EQUITY,585.0,3289031114752,5622275488,17.3026,8.1956,2.0617,33.81,283.74,0.10934,0.05235,0.05073,0.02012,-0.963,-0.011,62.37,0.859,268249382912,168660107264,994998353920,13.68,2.368,7.91,yfinance,0.2.65,1
2026-09-22,RSCH,PT Charlie Hospital Semarang Tbk,Healthcare,Medical Care Facilities,IDR,EQUITY,434.0,1150099914752,2650000000,,,9.545,,45.47,-0.12072,-0.02292,-0.12977,-0.15396,,0.1,51.346,0.476,76187435008,1867501824,61877067776,,,,yfinance,0.2.65,1
2026-09-22,SAME,PT Sarana Meditama Metropolitan Tbk,Healthcare,Medical Care Facilities,IDR,EQUITY,292.0,5012072693760,17164632545,231.746,,1.31,1.26,222.91,0.00705,0.01167,0.01103,0.04951,0.441,0.177,24.078,0.423,77012344832,128062029824,1011270025216,,0.0,,yfinance,0.2.65,1
